env,episode,return,epsilon
16,42,24.00049671173096,0.01
9,45,83.94465984344488,0.01
14,43,106.73052196502697,0.01
8,43,14.314726257324178,0.01
13,44,74.4741184616088,0.01
19,39,22.09343296051026,0.01
4,43,52.04352508544924,0.01
11,40,120.0723217010499,0.01
19,40,10.122994613647462,0.01
16,43,21.129128532409684,0.01
14,44,49.13608963012698,0.01
3,47,74.49191104888921,0.01
6,43,52.19520702362064,0.01
8,44,49.62110498428346,0.01
5,44,128.91580049514778,0.01
2,43,39.711154174804705,0.01
18,43,120.6567266464234,0.01
1,51,82.48415386199957,0.01
0,37,68.46122852325445,0.01
19,41,69.64588371276864,0.01
9,46,18.80678287506104,0.01
17,44,36.36072631835941,0.01
4,44,119.94506645202634,0.01
10,43,124.80325084686285,0.01
15,42,103.86751377105728,0.01
13,45,115.83979705810555,0.01
3,48,95.36169925689705,0.01
17,45,55.135403671264676,0.01
12,49,113.31921615600606,0.01
14,45,71.24428855896004,0.01
0,38,62.8941764831543,0.01
10,44,59.14816818237308,0.01
7,43,78.41869773864758,0.01
17,46,37.90053209304809,0.01
12,50,47.179099311828594,0.01
2,44,67.10201984405526,0.01
1,52,131.1946905517578,0.01
3,49,59.88676124572758,0.01
5,45,42.665604629516615,0.01
11,41,125.05177719116215,0.01
4,45,115.03450061798105,0.01
16,44,43.142417030334585,0.01
13,46,116.56611232757568,0.01
14,46,42.251901054382344,0.01
0,39,72.64961555480959,0.01
15,43,19.038960800170894,0.01
9,47,91.78633325576787,0.01
3,50,49.250412864685124,0.01
10,45,99.62080308914189,0.01
1,53,60.857715568542496,0.01
7,44,57.1675623703003,0.01
5,46,65.66040977478033,0.01
16,45,68.07919776916508,0.01
13,47,42.4820142745972,0.01
4,46,89.22457626342775,0.01
11,42,53.687196540832545,0.01
6,44,63.79698238372818,0.01
3,51,42.41089393615725,0.01
0,40,78.299036064148,0.01
15,44,48.247195205688485,0.01
6,45,17.070489807128904,0.01
8,45,26.692767906188966,0.01
10,46,70.05995594024661,0.01
18,44,11.719198608398434,0.01
16,46,57.46363410949711,0.01
19,42,95.39509925842303,0.01
9,48,91.76744663238532,0.01
7,45,131.81393489837652,0.01
15,45,53.88930503845217,0.01
4,47,47.528984832763676,0.01
9,49,11.879091720581057,0.01
7,46,29.122891998291024,0.01
12,51,68.81265003204342,0.01
6,46,65.38854175567633,0.01
10,47,61.39983062744143,0.01
3,52,108.42133087158206,0.01
19,43,57.727560253143345,0.01
1,54,130.5755960083008,0.01
17,47,123.84187393188479,0.01
11,43,147.3892356491089,0.01
2,45,45.01555480957044,0.01
5,47,36.633293838501025,0.01
14,47,85.22653938293452,0.01
8,46,134.64151298522947,0.01
15,46,97.42205791473387,0.01
1,55,48.14234945297245,0.01
11,44,46.19527784347537,0.01
2,46,47.49960002899173,0.01
13,48,102.1194496154786,0.01
10,48,104.90832736969006,0.01
9,50,113.19758741378794,0.01
0,41,64.46928157806404,0.01
12,52,74.82958656311047,0.01
7,47,28.962411003112766,0.01
14,48,104.39271789550791,0.01
16,47,83.95500720977803,0.01
2,47,67.64130729675293,0.01
1,56,65.33663028717048,0.01
18,45,25.420335006713866,0.01
17,48,90.07319301605233,0.01
18,46,2.5507619476318357,0.01
14,49,53.71565883636473,0.01
10,49,21.040587615966793,0.01
8,47,26.157508621215815,0.01
19,44,105.70564651489269,0.01
9,51,42.37794925689696,0.01
4,48,-0.9551879882812664,0.01
15,47,158.04078033447257,0.01
17,49,61.926855640411404,0.01
0,42,108.51700962066654,0.01
6,47,32.23077621459965,0.01
11,45,36.577424430847266,0.01
19,45,53.95662624359132,0.01
1,57,123.91419544219974,0.01
7,48,118.00202671051028,0.01
3,53,107.44135971069353,0.01
9,52,25.562404174804712,0.01
18,47,52.20094699859617,0.01
15,48,56.60540630340575,0.01
4,49,64.57411745071416,0.01
5,48,71.33511543273943,0.01
12,53,115.48884590148931,0.01
1,58,28.489948310852075,0.01
6,48,59.81844871520994,0.01
18,48,17.36394279479982,0.01
16,48,87.1316921234131,0.01
5,49,38.76848274230959,0.01
0,43,67.6226303863526,0.01
14,50,89.09309143066417,0.01
8,48,0.99,0.01
5,49,10.983717803955086,0.01
12,54,15.544704437255856,0.01
0,43,23.288581085205077,0.01
5,50,27.762698211669925,0.01
18,49,54.48419128417968,0.01
10,50,42.3957815551758,0.01
5,51,1.2621571350097656,0.01
2,48,58.08535125732419,0.01
17,50,16.504793853759775,0.01
15,49,55.470217285156195,0.01
9,53,38.19333007812502,0.01
12,55,27.204283447265617,0.01
13,49,69.04962738037109,0.01
9,54,25.38551345825195,0.01
4,50,107.48969757080084,0.01
4,51,3.1585926818847696,0.01
15,50,20.37215103149414,0.01
13,50,23.233590087890608,0.01
17,51,56.18069488525392,0.01
1,59,56.79813659667975,0.01
6,49,42.76665954589853,0.01
18,50,68.74810256958014,0.01
16,48,132.621176147461,0.01
4,52,18.417747955322266,0.01
7,49,79.12752090454107,0.01
19,46,79.1786544799805,0.01
14,50,137.70701995849618,0.01
11,46,5.208233337402343,0.01
8,49,135.74190414428716,0.01
5,52,92.12316055297853,0.01
4,53,20.436145019531253,0.01
9,55,38.251193389892585,0.01
4,54,6.639142913818356,0.01
2,49,90.2597032165528,0.01
10,51,61.20688171386718,0.01
19,47,34.787587890625026,0.01
15,51,61.10177917480471,0.01
5,53,16.23105316162109,0.01
17,52,96.4771942138672,0.01
13,51,88.65678924560547,0.01
8,50,58.90223541259767,0.01
0,44,144.34570327758792,0.01
11,47,2.581320800781233,0.01
6,50,112.5896447753907,0.01
10,52,57.10013778686526,0.01
19,48,74.99726608276373,0.01
15,52,53.35438659667971,0.01
17,53,25.91711212158203,0.01
1,60,34.18324127197271,0.01
3,54,8.41081726074219,0.01
9,56,54.55012084960939,0.01
16,49,114.56358871459965,0.01
7,50,101.3859199523926,0.01
14,51,123.30981765747076,0.01
12,56,134.11949478149427,0.01
6,51,35.8959735107422,0.01
10,53,9.432196197509766,0.01
5,54,47.34312637329102,0.01
19,49,25.51718139648437,0.01
7,51,12.91923614501951,0.01
16,50,17.386462097167954,0.01
13,52,41.90000106811525,0.01
11,48,47.722446899414116,0.01
1,61,32.04863845825197,0.01
12,57,11.526469573974614,0.01
4,55,121.3758656311036,0.01
13,53,10.318112945556631,0.01
6,52,19.157371368408207,0.01
3,55,51.592141418457054,0.01
2,50,88.20286529541022,0.01
10,54,34.373879699707025,0.01
0,45,101.50315017700206,0.01
8,51,110.84341156005864,0.01
15,53,93.24622787475593,0.01
2,51,15.739012451171874,0.01
7,52,34.44685745239258,0.01
11,49,44.96667785644531,0.01
9,57,86.84182479858406,0.01
4,56,36.81947326660156,0.01
10,55,51.506052856445336,0.01
19,50,74.32202621459965,0.01
7,53,32.08713500976563,0.01
14,52,94.23939010620127,0.01
3,56,34.11202301025392,0.01
12,58,83.69427062988287,0.01
17,54,71.95316162109373,0.01
11,50,34.16261093139647,0.01
9,58,33.393095092773436,0.01
0,46,80.3144995117188,0.01
13,54,51.390287322998034,0.01
11,51,23.109781646728518,0.01
18,51,134.05281616210908,0.01
15,54,40.668076171875,0.01
1,62,100.64332351684567,0.01
16,51,131.30249114990238,0.01
12,59,64.0376184082032,0.01
0,47,37.41170471191404,0.01
5,55,145.63124633789067,0.01
6,53,115.06003662109386,0.01
13,55,33.49155242919922,0.01
4,57,68.24996902465823,0.01
6,54,25.187257690429682,0.01
8,52,128.86718566894535,0.01
9,59,83.30052444458012,0.01
18,52,65.56734573364263,0.01
14,53,109.17728836059577,0.01
10,56,112.42428451538089,0.01
2,52,66.69175796508786,0.01
13,56,23.098525238037105,0.01
8,53,46.778044128417974,0.01
10,57,22.001179504394518,0.01
19,51,127.65383361816411,0.01
10,58,-0.00475669860839845,0.01
9,60,46.7174572753906,0.01
17,55,129.00032135009766,0.01
12,60,77.89335357666018,0.01
3,57,120.27290878295906,0.01
7,54,128.00203079223647,0.01
1,63,100.2372319030762,0.01
19,52,6.869487762451169,0.01
0,48,86.85727981567383,0.01
19,53,10.295791473388665,0.01
5,56,79.21858810424811,0.01
18,53,68.01824508666995,0.01
16,52,137.1822082519531,0.01
13,57,41.09672409057622,0.01
15,55,150.692180480957,0.01
11,52,127.30262756347663,0.01
1,64,20.373305969238277,0.01
2,53,61.980068054199215,0.01
4,58,118.04755126953133,0.01
19,54,32.30760925292969,0.01
8,54,66.05845199584964,0.01
11,53,13.952788696289064,0.01
13,58,12.140630035400395,0.01
17,56,86.18489120483409,0.01
2,54,42.57286041259765,0.01
14,54,124.01181106567392,0.01
11,54,27.443985290527355,0.01
0,49,59.94557815551759,0.01
16,53,56.8060260009766,0.01
1,65,50.12007766723634,0.01
15,56,48.2793379211426,0.01
6,55,102.2088656616212,0.01
7,55,103.67570434570317,0.01
9,61,98.81165328979496,0.01
19,55,61.31616912841799,0.01
10,59,110.44946182250979,0.01
13,59,45.298073883056674,0.01
18,54,87.13841323852544,0.01
12,61,95.28082839965822,0.01
5,57,102.42603942871098,0.01
9,62,17.436981964111318,0.01
3,58,141.53289703369148,0.01
11,55,5.535798339843737,0.01
4,59,103.59275512695316,0.01
6,56,64.36071762084963,0.01
10,60,31.399791564941385,0.01
8,55,114.7493321228028,0.01
1,66,71.56513351440432,0.01
15,57,69.87768676757817,0.01
8,56,8.144168395996077,0.01
16,54,89.697846069336,0.01
1,67,23.76163208007813,0.01
19,56,73.07322753906253,0.01
11,56,70.71040237426762,0.01
9,63,87.77740951538094,0.01
17,57,91.02178314208987,0.01
12,62,71.63868820190429,0.01
2,55,146.08951095581057,0.01
14,55,80.20908340454105,0.01
16,55,12.226897277832023,0.01
13,60,69.11176712036136,0.01
0,50,146.62779052734396,0.01
8,57,58.79531280517586,0.01
1,68,58.06507186889649,0.01
3,59,119.73635162353526,0.01
10,61,87.60681015014657,0.01
17,58,35.40822387695314,0.01
5,58,118.24098114013668,0.01
16,56,25.750059356689455,0.01
8,58,14.435901794433576,0.01
4,60,124.21089294433595,0.01
11,57,54.939590454101534,0.01
12,63,46.91423843383787,0.01
6,57,93.87641433715827,0.01
7,56,150.93904914855955,0.01
10,62,34.180549316406285,0.01
9,64,79.53620239257816,0.01
18,55,151.97694229125972,0.01
12,64,25.743462524414035,0.01
15,58,127.33257843017583,0.01
17,59,40.517237396240255,0.01
14,56,92.54814071655278,0.01
1,69,63.83629562377935,0.01
2,56,84.43398651123054,0.01
6,58,44.62630828857422,0.01
13,61,95.40218185424807,0.01
11,58,55.24861190795902,0.01
8,59,53.9507112121582,0.01
0,51,97.98659896850594,0.01
7,57,28.907518463134767,0.01
4,61,68.73547561645512,0.01
19,57,130.35987869262703,0.01
14,57,36.43717514038087,0.01
17,60,62.413152923584,0.01
18,56,87.251900177002,0.01
13,62,50.07369277954099,0.01
5,59,134.7070822143555,0.01
15,59,27.985588531494148,0.01
10,63,116.65412200927732,0.01
4,62,50.714115142822266,0.01
6,59,85.12557723999029,0.01
9,65,98.5193502807617,0.01
11,59,17.79665451049805,0.01
3,60,110.31970291137701,0.01
7,58,46.774073638916036,0.01
0,52,8.746972045898438,0.01
16,57,132.76213317871097,0.01
8,60,38.01456832885742,0.01
2,57,42.73471130371095,0.01
10,64,55.09553741455081,0.01
4,63,60.71127502441404,0.01
12,65,43.85864196777342,0.01
18,57,74.26834808349611,0.01
19,58,76.257600402832,0.01
2,58,46.111690521240234,0.01
11,60,27.42251037597656,0.01
17,61,107.10716140747071,0.01
6,60,54.052214660644566,0.01
15,60,105.46465042114262,0.01
7,59,84.18789459228518,0.01
1,70,87.89089599609382,0.01
12,66,34.79744598388671,0.01
7,60,8.034185485839858,0.01
9,66,103.45403335571298,0.01
4,64,26.745678710937515,0.01
13,63,26.72248504638671,0.01
14,58,91.69789901733402,0.01
2,59,46.992031555175814,0.01
3,61,82.12239440917973,0.01
5,60,46.18041412353518,0.01
0,53,98.82793670654303,0.01
16,58,121.30827590942386,0.01
10,65,61.44814254760744,0.01
19,59,53.819971923828135,0.01
8,61,128.7292681884766,0.01
4,65,14.643316955566398,0.01
15,61,74.18720016479494,0.01
18,58,91.11326248168953,0.01
3,62,47.61849273681639,0.01
7,61,68.27901031494143,0.01
16,59,42.731264190673805,0.01
0,54,54.745774230957046,0.01
10,66,43.04028701782229,0.01
11,61,143.63328903198249,0.01
17,62,121.55087051391602,0.01
3,63,47.684971466064425,0.01
12,67,135.8787860107422,0.01
4,66,71.0250416564942,0.01
7,62,26.81002517700194,0.01
16,60,1.6133790588379162,0.01
1,71,130.0076901245118,0.01
9,67,18.794302368164075,0.01
19,60,97.05276229858401,0.01
13,64,125.71723403930663,0.01
18,59,94.14264770507812,0.01
0,55,81.72451797485358,0.01
3,64,56.11155807495118,0.01
15,62,99.90951187133797,0.01
3,65,-0.0925347900390625,0.01
9,68,52.140807495117215,0.01
16,61,37.50925201416017,0.01
19,61,45.83641494750976,0.01
17,63,75.36736160278326,0.01
6,61,91.42337921142583,0.01
1,72,39.95818786621096,0.01
10,67,95.36792877197271,0.01
2,60,156.18017578125,0.01
7,63,72.33174545288087,0.01
18,60,30.475252227783205,0.01
13,65,1.7015255737304642,0.01
0,56,46.678127593994155,0.01
8,62,168.88717437744148,0.01
14,59,110.5115435791016,0.01
13,66,12.160283660888679,0.01
5,61,39.683895263671864,0.01
9,69,61.91552963256842,0.01
12,68,36.456455841064475,0.01
4,67,54.90801544189459,0.01
15,63,64.1695104980469,0.01
17,64,48.13774459838869,0.01
16,62,79.36684371948243,0.01
2,61,43.59262680053711,0.01
14,60,40.85211242675783,0.01
19,62,26.669157104492182,0.01
2,62,14.233339843750006,0.01
5,62,46.64312057495118,0.01
3,66,53.33154266357425,0.01
18,61,68.67710983276372,0.01
17,65,40.5709115600586,0.01
19,63,27.48633926391602,0.01
6,62,101.91613586425791,0.01
12,69,34.200056457519544,0.01
6,63,0.215367736816406,0.01
11,62,166.9009580993653,0.01
18,62,38.171545867919924,0.01
15,64,41.4210661315918,0.01
10,68,105.23440216064465,0.01
13,67,87.48703063964841,0.01
7,64,111.01789550781264,0.01
0,57,84.88594833374029,0.01
1,73,128.96608367919927,0.01
8,63,94.5566566467286,0.01
16,63,69.39103240966796,0.01
14,61,65.20798904418943,0.01
5,63,16.334621124267574,0.01
6,64,29.71304077148439,0.01
9,70,49.485885772705124,0.01
13,68,56.62117782592774,0.01
7,65,47.25626815795899,0.01
4,68,134.48717926025395,0.01
5,64,43.55999114990236,0.01
2,63,94.00932495117189,0.01
17,66,77.51968475341796,0.01
9,71,26.03151428222655,0.01
1,74,69.55658187866212,0.01
5,65,13.366184692382818,0.01
3,67,126.90985488891613,0.01
8,64,78.78955581665045,0.01
19,64,96.04355163574222,0.01
7,66,35.90738189697268,0.01
12,70,92.35516372680665,0.01
7,67,2.083019714355467,0.01
2,64,31.693445281982427,0.01
18,63,102.34785095214848,0.01
10,69,58.84094985961917,0.01
15,65,116.29062377929692,0.01
0,58,113.60299774169924,0.01
6,65,66.03105575561526,0.01
11,63,128.75043106079113,0.01
8,65,23.134249420166046,0.01
9,72,44.10652938842775,0.01
14,62,113.4684877014161,0.01
14,63,8.261850280761722,0.01
3,68,44.67476562500001,0.01
7,68,44.279811096191374,0.01
5,66,56.87363052368161,0.01
17,67,12.267547607421877,0.01
18,64,55.57013641357427,0.01
12,71,39.93980117797851,0.01
3,69,16.875018463134758,0.01
4,69,78.57564605712894,0.01
16,64,74.94697036743177,0.01
6,66,42.53367279052733,0.01
5,67,26.360864105224604,0.01
19,65,84.68402770996099,0.01
18,65,13.213990478515626,0.01
17,68,36.49799194335938,0.01
13,69,90.75713027954096,0.01
19,66,29.851359863281232,0.01
18,66,10.131843261718755,0.01
3,70,5.905438079833997,0.01
9,73,84.19032699584967,0.01
12,72,52.52188415527344,0.01
0,59,55.587689971923865,0.01
1,75,115.89042236328129,0.01
4,70,44.72091110229496,0.01
19,67,22.86560699462891,0.01
11,64,81.37625030517584,0.01
8,66,90.66350753784182,0.01
10,70,119.19303680419925,0.01
17,69,65.74674682617187,0.01
6,67,38.23958908081056,0.01
9,74,40.94755966186525,0.01
4,71,38.64761932373049,0.01
2,65,98.93945083618175,0.01
9,75,28.574290161132804,0.01
17,70,37.15293914794921,0.01
16,65,101.92687911987315,0.01
14,64,152.9611439514159,0.01
12,73,79.27257369995125,0.01
0,60,85.17734024047859,0.01
19,68,47.46092712402344,0.01
17,71,27.679261779785158,0.01
1,76,87.07144439697271,0.01
7,69,152.9570896911622,0.01
15,66,150.78117248535162,0.01
6,68,40.91774291992187,0.01
13,70,121.10442108154298,0.01
5,68,142.94848083496103,0.01
11,65,82.12326004028327,0.01
0,61,39.639239501953135,0.01
19,69,27.570228729248054,0.01
17,72,31.07680206298827,0.01
3,71,108.93516113281252,0.01
4,72,65.92764587402345,0.01
16,66,68.52601272583004,0.01
7,70,48.95303802490237,0.01
13,71,32.030176086425776,0.01
11,66,25.959419860839848,0.01
5,69,32.23085952758792,0.01
18,67,138.5045475769044,0.01
0,62,28.108508148193383,0.01
15,67,55.521393737792984,0.01
1,77,65.05079330444339,0.01
6,69,57.926550292968756,0.01
6,70,0.864474334716797,0.01
0,63,8.935041656494137,0.01
8,67,141.7821356201172,0.01
9,76,86.40759582519537,0.01
4,73,25.030869750976557,0.01
10,71,104.71968200683602,0.01
2,66,125.77209884643563,0.01
3,72,64.85598480224607,0.01
13,72,46.28087982177737,0.01
12,74,121.17197189331057,0.01
2,67,18.96931274414061,0.01
8,68,31.600094146728527,0.01
10,72,32.431376190185574,0.01
14,65,139.13183502197276,0.01
18,68,66.56650512695315,0.01
16,67,69.03548339843756,0.01
7,71,78.93391616821292,0.01
14,66,8.154052124023442,0.01
17,73,86.60654846191409,0.01
15,68,59.17966171264651,0.01
1,78,67.4907261657715,0.01
4,74,51.92646728515624,0.01
13,73,27.13363006591798,0.01
19,70,110.18820587158206,0.01
11,67,97.25299728393557,0.01
5,70,85.95348266601572,0.01
15,69,24.671692352294915,0.01
18,69,18.591303100585936,0.01
6,71,67.83567153930666,0.01
3,73,27.123952484130857,0.01
12,75,66.68858520507813,0.01
18,70,28.022085113525378,0.01
17,74,50.81251541137697,0.01
0,64,117.8423921203614,0.01
1,79,67.36771316528323,0.01
3,74,35.99367828369141,0.01
9,77,129.46461730957037,0.01
4,75,45.07455673217776,0.01
12,76,24.764853363037112,0.01
8,69,90.35254943847663,0.01
13,74,51.48343460083011,0.01
2,68,122.80299468994154,0.01
16,68,111.25802398681648,0.01
10,73,132.40136154174814,0.01
3,75,53.82134262084968,0.01
6,72,102.60733810424803,0.01
13,75,33.472719573974615,0.01
10,74,18.159212646484384,0.01
5,71,139.42207504272466,0.01
18,71,100.53364013671882,0.01
1,80,69.84159179687495,0.01
11,68,137.31077713012698,0.01
14,67,148.23238693237315,0.01
2,69,53.46103652954104,0.01
7,72,155.5750665283204,0.01
9,78,96.81018112182622,0.01
4,76,85.27191314697264,0.01
4,77,1.10041107177734,0.01
8,70,82.45472244262697,0.01
16,69,52.25254898071288,0.01
0,65,95.2565501403809,0.01
15,70,166.43308837890635,0.01
12,77,113.84207321166998,0.01
17,75,129.70233154296884,0.01
11,69,7.482605285644528,0.01
15,71,1.9962307739257756,0.01
19,71,61.54550903320316,0.01
1,81,40.09258316040041,0.01
14,68,47.82431793212888,0.01
5,72,58.33899795532224,0.01
13,76,51.406363983154286,0.01
8,71,60.89666107177736,0.01
6,73,89.86591659545898,0.01
9,79,77.30840881347662,0.01
17,76,35.45531692504882,0.01
16,70,63.773744201660186,0.01
3,76,135.4138731384278,0.01
4,78,83.98785385131845,0.01
11,70,62.53419326782231,0.01
7,73,107.52840255737318,0.01
2,70,126.79921295166022,0.01
0,66,86.0294761657715,0.01
6,74,46.70323059082029,0.01
17,77,41.40699111938478,0.01
5,73,34.12717803955078,0.01
12,78,61.5203291320801,0.01
1,82,37.75322067260741,0.01
9,80,65.99549835205082,0.01
13,77,84.3608294677735,0.01
10,75,136.53168319702147,0.01
16,71,41.89569183349608,0.01
4,79,32.498634490966815,0.01
8,72,69.3127055358887,0.01
13,78,11.796930694580084,0.01
15,72,120.9344757080078,0.01
3,77,69.22169219970702,0.01
18,72,165.38781967163078,0.01
19,72,138.58636428833012,0.01
11,71,80.49963226318356,0.01
1,83,48.22514724731446,0.01
0,67,74.555297241211,0.01
6,75,61.355145263671865,0.01
7,74,90.15819137573243,0.01
2,71,57.989244689941415,0.01
12,79,6.898267822265632,0.01
12,80,1.05549072265625,0.01
17,78,80.43985198974612,0.01
14,69,141.68823638916024,0.01
8,73,48.77236724853516,0.01
6,76,31.590657043457046,0.01
16,72,73.45417480468754,0.01
11,72,39.79673431396486,0.01
19,73,51.21035964965823,0.01
7,75,42.68377624511719,0.01
0,68,27.943358612060543,0.01
13,79,85.22447662353517,0.01
10,76,77.57524795532238,0.01
1,84,36.43007339477542,0.01
12,81,35.883516845703134,0.01
4,80,83.57215774536134,0.01
4,81,2.438890991210937,0.01
9,81,115.13817901611338,0.01
2,72,45.510933227539056,0.01
